000010011110 	 35 
000010011111 	 21 
000010100000 	 8 
000010100001 	 25 
000010100010 	 18 
000010100011 	 59 
000010100100 	 14 
000010100101 	 58 
000010100110 	 58 
000010100111 	 31 
000010101000 	 18 
000010101001 	 59 
000010101010 	 34 
000010101011 	 16 
000010101100 	 58 
000010101101 	 31 
000010101110 	 31 
000010101111 	 62 
000010110000 	 33 
000010110001 	 52 
000010110010 	 56 
000010110011 	 41 
000010110100 	 56 
000010110101 	 7 
000010110110 	 7 
000010110111 	 22 
000010111000 	 52 
000010111001 	 35 
000010111010 	 41 
000010111011 	 21 
000010111100 	 41 
000010111101 	 1 
000010111110 	 1 
000010111111 	 30 
000011000000 	 29 
000011000001 	 25 
000011000010 	 6 
000011000011 	 57 
000011000100 	 25 
000011000101 	 34 
000011000110 	 57 
000011000111 	 16 
000011001000 	 18 
000011001001 	 34 
000011001010 	 59 
000011001011 	 16 
000011001100 	 34 
000011001101 	 31 
000011001110 	 16 
000011001111 	 11 
000011010000 	 33 
000011010001 	 56 
000011010010 	 52 
000011010011 	 41 
000011010100 	 52 
000011010101 	 7 
000011010110 	 35 
000011010111 	 1 
000011011000 	 56 
000011011001 	 7 
000011011010 	 41 
000011011011 	 1 
000011011100 	 41 
000011011101 	 22 
000011011110 	 21 
000011011111 	 30 
000011100000 	 33 
000011100001 	 52 
000011100010 	 52 
000011100011 	 35 
000011100100 	 56 
000011100101 	 7 
000011100110 	 41 
000011100111 	 1 
000011101000 	 56 
000011101001 	 41 
000011101010 	 41 
000011101011 	 21 
000011101100 	 7 
000011101101 	 22 
000011101110 	 1 
000011101111 	 30 
000011110000 	 28 
000011110001 	 26 
000011110010 	 26 
000011110011 	 55 
000011110100 	 26 
000011110101 	 20 
000011110110 	 55 
000011110111 	 46 
000011111000 	 26 
000011111001 	 55 
000011111010 	 55 
000011111011 	 9 
000011111100 	 55 
000011111101 	 46 
000011111110 	 9 
000011111111 	 49 
000100000000 	 44 
000100000001 	 8 
000100000010 	 8 
000100000011 	 18 
000100000100 	 8 
000100000101 	 14 
000100000110 	 18 
000100000111 	 58 
000100001000 	 42 
000100001001 	 33 
000100001010 	 33 
000100001011 	 52 
000100001100 	 33 
000100001101 	 56 
000100001110 	 52 
000100001111 	 41 
000100010000 	 8 
000100010001 	 14 
000100010010 	 14 
000100010011 	 24 
000100010100 	 18 
000100010101 	 24 
000100010110 	 58 
000100010111 	 61 
000100011000 	 33 
000100011001 	 56 
000100011010 	 56 
000100011011 	 7 
000100011100 	 52 
000100011101 	 7 
000100011110 	 41 
000100011111 	 22 
000100100000 	 8 
000100100001 	 18 
000100100010 	 14 
000100100011 	 58 
000100100100 	 14 
000100100101 	 24 
000100100110 	 24 
000100100111 	 61 
000100101000 	 33 
000100101001 	 52 
000100101010 	 56 
000100101011 	 41 
000100101100 	 56 
000100101101 	 7 
000100101110 	 7 
000100101111 	 22 
000100110000 	 18 
000100110001 	 58 
000100110010 	 24 
000100110011 	 61 
000100110100 	 58 
000100110101 	 61 
000100110110 	 61 
000100110111 	 2 
000100111000 	 52 
000100111001 	 41 
000100111010 	 7 
000100111011 	 22 
000100111100 	 41 
000100111101 	 22 
000100111110 	 22 
000100111111 	 47 
000101000000 	 29 
000101000001 	 18 
000101000010 	 25 
000101000011 	 34 
000101000100 	 25 
000101000101 	 58 
000101000110 	 59 
000101000111 	 31 
000101001000 	 33 
000101001001 	 56 
000101001010 	 52 
000101001011 	 41 
000101001100 	 52 
000101001101 	 7 
000101001110 	 35 
000101001111 	 1 
000101010000 	 18 
000101010001 	 24 
000101010010 	 58 
000101010011 	 61 
000101010100 	 34 
000101010101 	 61 
000101010110 	 31 
000101010111 	 10 
000101011000 	 56 
000101011001 	 27 
000101011010 	 7 
000101011011 	 60 
000101011100 	 41 
000101011101 	 60 
000101011110 	 1 
000101011111 	 47 
000101100000 	 33 
000101100001 	 56 
000101100010 	 56 
000101100011 	 7 
000101100100 	 56 
000101100101 	 27 
000101100110 	 7 
000101100111 	 60 
000101101000 	 28 
000101101001 	 26 
000101101010 	 26 
000101101011 	 55 
000101101100 	 26 
000101101101 	 20 
000101101110 	 55 
000101101111 	 46 
000101110000 	 56 
000101110001 	 27 
000101110010 	 27 
000101110011 	 45 
000101110100 	 7 
000101110101 	 45 
000101110110 	 60 
000101110111 	 17 
000101111000 	 26 
000101111001 	 20 
000101111010 	 20 
000101111011 	 53 
000101111100 	 55 
000101111101 	 53 
000101111110 	 46 
000101111111 	 13 
000110000000 	 29 
000110000001 	 25 
000110000010 	 25 
000110000011 	 59 
000110000100 	 18 
000110000101 	 58 
000110000110 	 34 
000110000111 	 31 
000110001000 	 33 
000110001001 	 52 
000110001010 	 52 
000110001011 	 35 
000110001100 	 56 
000110001101 	 7 
000110001110 	 41 
000110001111 	 1 
000110010000 	 33 
000110010001 	 56 
000110010010 	 56 
000110010011 	 7 
000110010100 	 56 
000110010101 	 27 
000110010110 	 7 
000110010111 	 60 
000110011000 	 28 
000110011001 	 26 
000110011010 	 26 
000110011011 	 55 
000110011100 	 26 
000110011101 	 20 
000110011110 	 55 
000110011111 	 46 
000110100000 	 18 
000110100001 	 34 
000110100010 	 58 
000110100011 	 31 
000110100100 	 24 
000110100101 	 61 
000110100110 	 61 
000110100111 	 10 
000110101000 	 56 
000110101001 	 41 
000110101010 	 7 
000110101011 	 1 
000110101100 	 27 
000110101101 	 60 
000110101110 	 60 
000110101111 	 47 
000110110000 	 56 
000110110001 	 7 
000110110010 	 27 
000110110011 	 60 
000110110100 	 27 
000110110101 	 45 
000110110110 	 45 
000110110111 	 17 
000110111000 	 26 
000110111001 	 55 
000110111010 	 20 
000110111011 	 46 
000110111100 	 20 
000110111101 	 53 
000110111110 	 53 
000110111111 	 13 
000111000000 	 6 
000111000001 	 59 
000111000010 	 57 
000111000011 	 16 
000111000100 	 59 
000111000101 	 31 
000111000110 	 16 
000111000111 	 62 
000111001000 	 52 
000111001001 	 41 
000111001010 	 35 
000111001011 	 21 
000111001100 	 41 
000111001101 	 22 
000111001110 	 21 
000111001111 	 30 
000111010000 	 52 
000111010001 	 7 
000111010010 	 41 
000111010011 	 22 
000111010100 	 41 
000111010101 	 60 
000111010110 	 1 
000111010111 	 47 
000111011000 	 26 
000111011001 	 20 
000111011010 	 55 
000111011011 	 46 
000111011100 	 55 
000111011101 	 53 
000111011110 	 9 
000111011111 	 0 
000111100000 	 52 
000111100001 	 41 
000111100010 	 41 
000111100011 	 1 
000111100100 	 7 
000111100101 	 60 
000111100110 	 22 
000111100111 	 47 
000111101000 	 26 
000111101001 	 55 
000111101010 	 55 
000111101011 	 9 
000111101100 	 20 
000111101101 	 53 
000111101110 	 46 
000111101111 	 0 
000111110000 	 26 
000111110001 	 20 
000111110010 	 20 
000111110011 	 53 
000111110100 	 20 
000111110101 	 54 
000111110110 	 53 
000111110111 	 38 
000111111000 	 36 
000111111001 	 3 
000111111010 	 3 
000111111011 	 12 
000111111100 	 3 
000111111101 	 48 
000111111110 	 12 
000111111111 	 37 
001000000000 	 44 
001000000001 	 29 
001000000010 	 8 
001000000011 	 25 
001000000100 	 42 
001000000101 	 33 
001000000110 	 33 
001000000111 	 52 
001000001000 	 8 
001000001001 	 25 
001000001010 	 18 
001000001011 	 59 
001000001100 	 33 
001000001101 	 52 
001000001110 	 52 
001000001111 	 35 
001000010000 	 8 
001000010001 	 18 
001000010010 	 14 
001000010011 	 58 
001000010100 	 33 
001000010101 	 56 
001000010110 	 56 
001000010111 	 7 
001000011000 	 18 
001000011001 	 34 
001000011010 	 58 
001000011011 	 31 
001000011100 	 52 
001000011101 	 41 
001000011110 	 41 
001000011111 	 1 
001000100000 	 29 
001000100001 	 6 
001000100010 	 18 
001000100011 	 59 
001000100100 	 33 
001000100101 	 52 
001000100110 	 56 
001000100111 	 41 
001000101000 	 25 
001000101001 	 57 
001000101010 	 34 
001000101011 	 16 
001000101100 	 52 
001000101101 	 35 
001000101110 	 41 
001000101111 	 21 
001000110000 	 25 
001000110001 	 59 
001000110010 	 58 
001000110011 	 31 
001000110100 	 52 
001000110101 	 41 
001000110110 	 7 
001000110111 	 22 
001000111000 	 59 
001000111001 	 16 
001000111010 	 31 
001000111011 	 62 
001000111100 	 35 
001000111101 	 21 
001000111110 	 1 
001000111111 	 30 
001001000000 	 8 
001001000001 	 18 
001001000010 	 18 
001001000011 	 34 
001001000100 	 33 
001001000101 	 56 
001001000110 	 52 
001001000111 	 41 
001001001000 	 14 
001001001001 	 58 
001001001010 	 58 
001001001011 	 31 
001001001100 	 56 
001001001101 	 7 
001001001110 	 41 
001001001111 	 1 
001001010000 	 14 
001001010001 	 24 
001001010010 	 24 
001001010011 	 61 
001001010100 	 56 
001001010101 	 27 
001001010110 	 7 
001001010111 	 60 
001001011000 	 24 
001001011001 	 61 
001001011010 	 61 
001001011011 	 10 
001001011100 	 7 
001001011101 	 60 
001001011110 	 22 
001001011111 	 47 
001001100000 	 33 
001001100001 	 52 
001001100010 	 56 
001001100011 	 41 
001001100100 	 28 
001001100101 	 26 
001001100110 	 26 
001001100111 	 55 
001001101000 	 56 
001001101001 	 41 
001001101010 	 7 
001001101011 	 1 
001001101100 	 26 
001001101101 	 55 
001001101110 	 55 
001001101111 	 9 
001001110000 	 56 
001001110001 	 7 
001001110010 	 27 
001001110011 	 60 
001001110100 	 26 
001001110101 	 20 
001001110110 	 20 
001001110111 	 53 
001001111000 	 7 
001001111001 	 22 
001001111010 	 60 
001001111011 	 47 
001001111100 	 55 
001001111101 	 46 
001001111110 	 46 
001001111111 	 0 
001010000000 	 29 
001010000001 	 6 
001010000010 	 25 
001010000011 	 57 
001010000100 	 33 
001010000101 	 52 
001010000110 	 52 
001010000111 	 35 
001010001000 	 18 
001010001001 	 59 
001010001010 	 34 
001010001011 	 16 
001010001100 	 56 
001010001101 	 41 
001010001110 	 41 
001010001111 	 21 
001010010000 	 33 
001010010001 	 52 
001010010010 	 56 
001010010011 	 41 
001010010100 	 28 
001010010101 	 26 
001010010110 	 26 
001010010111 	 55 
001010011000 	 56 
001010011001 	 41 
001010011010 	 7 
001010011011 	 1 
001010011100 	 26 
001010011101 	 55 
001010011110 	 55 
001010011111 	 9 
001010100000 	 25 
001010100001 	 57 
001010100010 	 34 
001010100011 	 16 
001010100100 	 56 
001010100101 	 41 
001010100110 	 7 
001010100111 	 1 
001010101000 	 34 
001010101001 	 16 
001010101010 	 31 
001010101011 	 11 
001010101100 	 7 
001010101101 	 1 
001010101110 	 22 
001010101111 	 30 
001010110000 	 52 
001010110001 	 35 
001010110010 	 7 
001010110011 	 1 
001010110100 	 26 
001010110101 	 55 
001010110110 	 20 
001010110111 	 46 
001010111000 	 41 
001010111001 	 21 
001010111010 	 22 
001010111011 	 30 
001010111100 	 55 
001010111101 	 9 
001010111110 	 46 
001010111111 	 49 
001011000000 	 25 
001011000001 	 59 
001011000010 	 59 
001011000011 	 16 
001011000100 	 52 
001011000101 	 41 
001011000110 	 35 
001011000111 	 21 
001011001000 	 58 
001011001001 	 31 
001011001010 	 31 
001011001011 	 62 
001011001100 	 7 
001011001101 	 22 
001011001110 	 1 
001011001111 	 30 
001011010000 	 56 
001011010001 	 7 
001011010010 	 7 
001011010011 	 22 
001011010100 	 26 
001011010101 	 20 
001011010110 	 55 
001011010111 	 46 
001011011000 	 27 
001011011001 	 60 
001011011010 	 60 
001011011011 	 47 
001011011100 	 20 
001011011101 	 53 
001011011110 	 46 
001011011111 	 0 
001011100000 	 52 
001011100001 	 35 
001011100010 	 41 
001011100011 	 21 
001011100100 	 26 
001011100101 	 55 
001011100110 	 55 
001011100111 	 9 
001011101000 	 7 
001011101001 	 1 
001011101010 	 22 
001011101011 	 30 
001011101100 	 20 
001011101101 	 46 
001011101110 	 46 
001011101111 	 49 
001011110000 	 26 
001011110001 	 55 
001011110010 	 20 
001011110011 	 46 
001011110100 	 36 
001011110101 	 3 
001011110110 	 3 
001011110111 	 12 
001011111000 	 20 
001011111001 	 46 
001011111010 	 53 
001011111011 	 0 
001011111100 	 3 
001011111101 	 12 
001011111110 	 12 
001011111111 	 50 
001100000000 	 29 
001100000001 	 25 
001100000010 	 18 
001100000011 	 34 
001100000100 	 33 
001100000101 	 56 
001100000110 	 56 
001100000111 	 7 
001100001000 	 33 
001100001001 	 52 
001100001010 	 56 
001100001011 	 41 
001100001100 	 28 
001100001101 	 26 
001100001110 	 26 
001100001111 	 55 
001100010000 	 18 
001100010001 	 58 
001100010010 	 24 
001100010011 	 61 
001100010100 	 56 
001100010101 	 27 
001100010110 	 27 
001100010111 	 45 
001100011000 	 56 
001100011001 	 7 
001100011010 	 27 
001100011011 	 60 
001100011100 	 26 
001100011101 	 20 
001100011110 	 20 
001100011111 	 53 
001100100000 	 25 
001100100001 	 59 
001100100010 	 58 
001100100011 	 31 
001100100100 	 56 
001100100101 	 7 
001100100110 	 27 
001100100111 	 60 
001100101000 	 52 
001100101001 	 35 
001100101010 	 7 
001100101011 	 1 
001100101100 	 26 
001100101101 	 55 
001100101110 	 20 
001100101111 	 46 
001100110000 	 34 
001100110001 	 31 
001100110010 	 61 
001100110011 	 10 
001100110100 	 7 
001100110101 	 60 
001100110110 	 45 
001100110111 	 17 
001100111000 	 41 
001100111001 	 1 
001100111010 	 60 
001100111011 	 47 
001100111100 	 55 
001100111101 	 46 
001100111110 	 53 
001100111111 	 13 
001101000000 	 25 
001101000001 	 34 
001101000010 	 34 
001101000011 	 31 
001101000100 	 52 
001101000101 	 7 
001101000110 	 41 
001101000111 	 22 
001101001000 	 56 
001101001001 	 7 
001101001010 	 7 
001101001011 	 22 
001101001100 	 26 
001101001101 	 20 
001101001110 	 55 
001101001111 	 46 
001101010000 	 58 
001101010001 	 61 
001101010010 	 61 
001101010011 	 2 
001101010100 	 7 
001101010101 	 45 
001101010110 	 60 
001101010111 	 17 
001101011000 	 27 
001101011001 	 45 
001101011010 	 45 
001101011011 	 17 
001101011100 	 20 
001101011101 	 54 
001101011110 	 53 
001101011111 	 38 
001101100000 	 52 
001101100001 	 41 
001101100010 	 7 
001101100011 	 22 
001101100100 	 26 
001101100101 	 20 
001101100110 	 20 
001101100111 	 53 
001101101000 	 26 
001101101001 	 55 
001101101010 	 20 
001101101011 	 46 
001101101100 	 36 
001101101101 	 3 
001101101110 	 3 
001101101111 	 12 
001101110000 	 7 
001101110001 	 60 
001101110010 	 45 
001101110011 	 17 
001101110100 	 20 
001101110101 	 54 
001101110110 	 54 
001101110111 	 23 
001101111000 	 20 
001101111001 	 53 
001101111010 	 54 
001101111011 	 38 
001101111100 	 3 
001101111101 	 48 
001101111110 	 48 
001101111111 	 4 
001110000000 	 6 
001110000001 	 57 
001110000010 	 59 
001110000011 	 16 
001110000100 	 52 
001110000101 	 41 
001110000110 	 41 
001110000111 	 1 
001110001000 	 52 
001110001001 	 35 
001110001010 	 41 
001110001011 	 21 
001110001100 	 26 
001110001101 	 55 
001110001110 	 55 
001110001111 	 9 
001110010000 	 52 
001110010001 	 41 
001110010010 	 7 
001110010011 	 22 
001110010100 	 26 
001110010101 	 20 
001110010110 	 20 
001110010111 	 53 
001110011000 	 26 
001110011001 	 55 
001110011010 	 20 
001110011011 	 46 
001110011100 	 36 
001110011101 	 3 
001110011110 	 3 
001110011111 	 12 
001110100000 	 59 
001110100001 	 16 
001110100010 	 31 
001110100011 	 62 
001110100100 	 7 
001110100101 	 22 
001110100110 	 60 
001110100111 	 47 
001110101000 	 41 
001110101001 	 21 
001110101010 	 22 
001110101011 	 30 
001110101100 	 20 
001110101101 	 46 
001110101110 	 53 
001110101111 	 0 
001110110000 	 41 
001110110001 	 1 
001110110010 	 60 
001110110011 	 47 
001110110100 	 20 
001110110101 	 53 
001110110110 	 54 
001110110111 	 38 
001110111000 	 55 
001110111001 	 9 
001110111010 	 53 
001110111011 	 0 
001110111100 	 3 
001110111101 	 12 
001110111110 	 48 
001110111111 	 37 
001111000000 	 57 
001111000001 	 16 
001111000010 	 16 
001111000011 	 11 
001111000100 	 35 
001111000101 	 1 
001111000110 	 21 
001111000111 	 30 
001111001000 	 41 
001111001001 	 1 
001111001010 	 1 
001111001011 	 30 
001111001100 	 55 
001111001101 	 46 
001111001110 	 9 
001111001111 	 49 
001111010000 	 41 
001111010001 	 22 
001111010010 	 22 
001111010011 	 47 
001111010100 	 55 
001111010101 	 53 
001111010110 	 46 
001111010111 	 13 
001111011000 	 20 
001111011001 	 53 
001111011010 	 53 
001111011011 	 13 
001111011100 	 3 
001111011101 	 48 
001111011110 	 12 
001111011111 	 37 
001111100000 	 35 
001111100001 	 21 
001111100010 	 1 
001111100011 	 30 
001111100100 	 55 
001111100101 	 46 
001111100110 	 46 
001111100111 	 0 
001111101000 	 55 
001111101001 	 9 
001111101010 	 46 
001111101011 	 49 
001111101100 	 3 
001111101101 	 12 
001111101110 	 12 
001111101111 	 50 
001111110000 	 55 
001111110001 	 46 
001111110010 	 53 
001111110011 	 13 
001111110100 	 3 
001111110101 	 48 
001111110110 	 48 
001111110111 	 4 
001111111000 	 3 
001111111001 	 12 
001111111010 	 48 
001111111011 	 37 
001111111100 	 19 
001111111101 	 51 
001111111110 	 51 
001111111111 	 63 
010000000000 	 44 
010000000001 	 8 
010000000010 	 42 
010000000011 	 33 
010000000100 	 8 
010000000101 	 14 
010000000110 	 33 
010000000111 	 56 
010000001000 	 8 
010000001001 	 18 
010000001010 	 33 
010000001011 	 52 
010000001100 	 18 
010000001101 	 58 
010000001110 	 52 
010000001111 	 41 
010000010000 	 29 
010000010001 	 18 
010000010010 	 33 
010000010011 	 56 
010000010100 	 25 
010000010101 	 58 
010000010110 	 52 
010000010111 	 7 
010000011000 	 25 
010000011001 	 34 
010000011010 	 52 
010000011011 	 41 
010000011100 	 59 
010000011101 	 31 
010000011110 	 35 
010000011111 	 1 
010000100000 	 29 
010000100001 	 25 
010000100010 	 33 
010000100011 	 52 
010000100100 	 18 
010000100101 	 58 
010000100110 	 56 
010000100111 	 7 
010000101000 	 25 
010000101001 	 59 
010000101010 	 52 
010000101011 	 35 
010000101100 	 34 
010000101101 	 31 
010000101110 	 41 
010000101111 	 1 
010000110000 	 6 
010000110001 	 59 
010000110010 	 52 
010000110011 	 41 
010000110100 	 59 
010000110101 	 31 
010000110110 	 41 
010000110111 	 22 
010000111000 	 57 
010000111001 	 16 
010000111010 	 35 
010000111011 	 21 
010000111100 	 16 
010000111101 	 62 
010000111110 	 21 
010000111111 	 30 
010001000000 	 8 
010001000001 	 14 
010001000010 	 33 
010001000011 	 56 
010001000100 	 18 
010001000101 	 24 
010001000110 	 52 
010001000111 	 7 
010001001000 	 14 
010001001001 	 24 
010001001010 	 56 
010001001011 	 7 
010001001100 	 58 
010001001101 	 61 
010001001110 	 41 
010001001111 	 22 
010001010000 	 18 
010001010001 	 24 
010001010010 	 56 
010001010011 	 27 
010001010100 	 34 
010001010101 	 61 
010001010110 	 41 
010001010111 	 60 
010001011000 	 58 
010001011001 	 61 
010001011010 	 7 
010001011011 	 60 
010001011100 	 31 
010001011101 	 10 
010001011110 	 1 
010001011111 	 47 
010001100000 	 33 
010001100001 	 56 
010001100010 	 28 
010001100011 	 26 
010001100100 	 56 
010001100101 	 27 
010001100110 	 26 
010001100111 	 20 
010001101000 	 56 
010001101001 	 7 
010001101010 	 26 
010001101011 	 55 
010001101100 	 7 
010001101101 	 60 
010001101110 	 55 
010001101111 	 46 
010001110000 	 52 
010001110001 	 7 
010001110010 	 26 
010001110011 	 20 
010001110100 	 41 
010001110101 	 60 
010001110110 	 55 
010001110111 	 53 
010001111000 	 41 
010001111001 	 22 
010001111010 	 55 
010001111011 	 46 
010001111100 	 1 
010001111101 	 47 
010001111110 	 9 
010001111111 	 0 
010010000000 	 8 
010010000001 	 18 
010010000010 	 33 
010010000011 	 52 
010010000100 	 14 
010010000101 	 24 
010010000110 	 56 
010010000111 	 7 
010010001000 	 14 
010010001001 	 58 
010010001010 	 56 
010010001011 	 41 
010010001100 	 24 
010010001101 	 61 
010010001110 	 7 
010010001111 	 22 
010010010000 	 33 
010010010001 	 56 
010010010010 	 28 
010010010011 	 26 
010010010100 	 56 
010010010101 	 27 
010010010110 	 26 
010010010111 	 20 
010010011000 	 56 
010010011001 	 7 
010010011010 	 26 
010010011011 	 55 
010010011100 	 7 
010010011101 	 60 
010010011110 	 55 
010010011111 	 46 
010010100000 	 18 
010010100001 	 34 
010010100010 	 56 
010010100011 	 41 
010010100100 	 24 
010010100101 	 61 
010010100110 	 27 
010010100111 	 60 
010010101000 	 58 
010010101001 	 31 
010010101010 	 7 
010010101011 	 1 
010010101100 	 61 
010010101101 	 10 
010010101110 	 60 
010010101111 	 47 
010010110000 	 52 
010010110001 	 41 
010010110010 	 26 
010010110011 	 55 
010010110100 	 7 
010010110101 	 60 
010010110110 	 20 
010010110111 	 53 
010010111000 	 41 
010010111001 	 1 
010010111010 	 55 
010010111011 	 9 
010010111100 	 22 
010010111101 	 47 
010010111110 	 46 
010010111111 	 0 
010011000000 	 18 
010011000001 	 58 
010011000010 	 52 
010011000011 	 41 
010011000100 	 58 
010011000101 	 61 
010011000110 	 41 
010011000111 	 22 
010011001000 	 24 
010011001001 	 61 
010011001010 	 7 
010011001011 	 22 
010011001100 	 61 
010011001101 	 2 
010011001110 	 22 
010011001111 	 47 
010011010000 	 56 
010011010001 	 27 
010011010010 	 26 
010011010011 	 20 
010011010100 	 7 
010011010101 	 45 
010011010110 	 55 
010011010111 	 53 
010011011000 	 27 
010011011001 	 45 
010011011010 	 20 
010011011011 	 53 
010011011100 	 60 
010011011101 	 17 
010011011110 	 46 
010011011111 	 13 
010011100000 	 56 
010011100001 	 7 
010011100010 	 26 
010011100011 	 55 
010011100100 	 27 
010011100101 	 45 
010011100110 	 20 
010011100111 	 53 
010011101000 	 27 
010011101001 	 60 
010011101010 	 20 
010011101011 	 46 
010011101100 	 45 
010011101101 	 17 
010011101110 	 53 
010011101111 	 13 
010011110000 	 26 
010011110001 	 20 
010011110010 	 36 
010011110011 	 3 
010011110100 	 20 
010011110101 	 54 
010011110110 	 3 
010011110111 	 48 
010011111000 	 20 
010011111001 	 53 
010011111010 	 3 
010011111011 	 12 
010011111100 	 53 
010011111101 	 38 
010011111110 	 12 
010011111111 	 37 
010100000000 	 29 
010100000001 	 18 
010100000010 	 33 
010100000011 	 56 
010100000100 	 18 
010100000101 	 24 
010100000110 	 56 
010100000111 	 27 
010100001000 	 33 
010100001001 	 56 
010100001010 	 28 
010100001011 	 26 
010100001100 	 56 
010100001101 	 27 
010100001110 	 26 
010100001111 	 20 
010100010000 	 25 
010100010001 	 58 
010100010010 	 56 
010100010011 	 27 
010100010100 	 34 
010100010101 	 61 
010100010110 	 7 
010100010111 	 45 
010100011000 	 52 
010100011001 	 7 
010100011010 	 26 
010100011011 	 20 
010100011100 	 41 
010100011101 	 60 
010100011110 	 55 
010100011111 	 53 
010100100000 	 25 
010100100001 	 34 
010100100010 	 56 
010100100011 	 7 
010100100100 	 58 
010100100101 	 61 
010100100110 	 27 
010100100111 	 45 
010100101000 	 52 
010100101001 	 41 
010100101010 	 26 
010100101011 	 55 
010100101100 	 7 
010100101101 	 60 
010100101110 	 20 
010100101111 	 53 
010100110000 	 59 
010100110001 	 31 
010100110010 	 7 
010100110011 	 60 
010100110100 	 31 
010100110101 	 10 
010100110110 	 60 
010100110111 	 17 
010100111000 	 35 
010100111001 	 1 
010100111010 	 55 
010100111011 	 46 
010100111100 	 1 
010100111101 	 47 
010100111110 	 46 
010100111111 	 13 
010101000000 	 25 
010101000001 	 58 
010101000010 	 52 
010101000011 	 7 
010101000100 	 34 
010101000101 	 61 
010101000110 	 41 
010101000111 	 60 
010101001000 	 56 
010101001001 	 27 
010101001010 	 26 
010101001011 	 20 
010101001100 	 7 
010101001101 	 45 
010101001110 	 55 
010101001111 	 53 
010101010000 	 34 
010101010001 	 61 
010101010010 	 7 
010101010011 	 45 
010101010100 	 31 
010101010101 	 2 
010101010110 	 22 
010101010111 	 17 
010101011000 	 7 
010101011001 	 45 
010101011010 	 20 
010101011011 	 54 
010101011100 	 22 
010101011101 	 17 
010101011110 	 46 
010101011111 	 38 
010101100000 	 52 
010101100001 	 7 
010101100010 	 26 
010101100011 	 20 
010101100100 	 7 
010101100101 	 45 
010101100110 	 20 
010101100111 	 54 
010101101000 	 26 
010101101001 	 20 
010101101010 	 36 
010101101011 	 3 
010101101100 	 20 
010101101101 	 54 
010101101110 	 3 
010101101111 	 48 
010101110000 	 41 
010101110001 	 60 
010101110010 	 20 
010101110011 	 54 
010101110100 	 22 
010101110101 	 17 
010101110110 	 53 
010101110111 	 23 
